taxid,taxaname
2975890,Streptomyces sp. NBC_01594
2975891,Streptomyces sp. NBC_01597
2975892,Streptomyces sp. NBC_01601
2975893,Streptomyces sp. NBC_01602
2975894,Streptomyces sp. NBC_01604
2975896,Streptomyces sp. NBC_01613
2975897,Streptomyces sp. NBC_01614
2975898,Streptomyces sp. NBC_01615
2975899,Streptomyces sp. NBC_01617
2975900,Streptomyces sp. NBC_01618
2975902,Streptomyces sp. NBC_01620
2975903,Streptomyces sp. NBC_01622
2975904,Streptomyces sp. NBC_01635
2975905,Streptomyces sp. NBC_01637
2975906,Streptomyces sp. NBC_01643
2975907,Streptomyces sp. NBC_01650
2975908,Streptomyces sp. NBC_01653
2975910,Streptomyces sp. NBC_01685
2975911,Streptomyces sp. NBC_01689
2975912,Streptomyces sp. NBC_01693
2975913,Streptomyces sp. NBC_01696
2975914,Streptomyces sp. NBC_01707
2975915,Streptomyces sp. NBC_01708
2975916,Streptomyces sp. NBC_01715
2975917,Streptomyces sp. NBC_01716
2975918,Streptomyces sp. NBC_01717
2975919,Streptomyces sp. NBC_01718
2975921,Streptomyces sp. NBC_01723
2975922,Streptomyces sp. NBC_01724
2975923,Streptomyces sp. NBC_01725
2975924,Streptomyces sp. NBC_01727
2975926,Streptomyces sp. NBC_01732
2975927,Streptomyces sp. NBC_01744
2975928,Streptomyces sp. NBC_01750
2975929,Streptomyces sp. NBC_01751
2975930,Streptomyces sp. NBC_01754
2975931,Streptomyces sp. NBC_01760
2975932,Streptomyces sp. NBC_01761
2975933,Streptomyces sp. NBC_01762
2975934,Streptomyces sp. NBC_01763
2975936,Streptomyces sp. NBC_01766
2975938,Streptomyces sp. NBC_01768
2975939,Streptomyces sp. NBC_01775
2975940,Streptomyces sp. NBC_01788
2975942,Streptomyces sp. NBC_01794
2975943,Streptomyces sp. NBC_01795
2975945,Streptomyces sp. NBC_01800
2975946,Streptomyces sp. NBC_01803
2975947,Streptomyces sp. NBC_01808
2976008,Streptomyces sp. NBC_00223
2976011,Streptomyces sp. NBC_00669
2976015,Streptomyces sp. NBC_01477
2979468,Streptomyces sp. S465
2980556,Streptomyces sp. CA-278952
2981136,Streptomyces sp. HUAS 15-9
2986803,Streptomyces sp. VB1
2987521,Streptomyces sp. BI87
2987533,Streptomyces sp. BPPL-273
2992801,Streptomyces sp. Je 1-4 4N24
2993654,Streptomyces sp. Je 1-4 4N24_ara
2996051,Streptomyces sp. NA13
3002640,Streptomyces sp. 71268
3015154,Streptomyces sp. WMMC500
3020055,Streptomyces sp. HUAS 31
3026191,Streptomyces sp. SCA2-17
3026420,Streptomyces sp. MMBL 11-1
3028709,Streptomyces sp. AM 2-1-1
3028710,Streptomyces sp. AM 4-1-1
3028711,Streptomyces sp. AM 3-1-1
3029759,Streptomyces sp. P8-A8
3030210,Streptomyces sp. WZ-12
3031131,Streptomyces sp. VNUA24
3035274,Streptomyces sp. SudanB5_2050
3035278,Streptomyces sp. SudanB91_2054
3035279,Streptomyces sp. SudanB135_2055
3038642,Streptomyces sp. 11x1
3039421,Streptomyces sp. B21-104
3040076,Streptomyces sp. SYP-A7185
3041497,Streptomyces sp. WP-1
3041765,Streptomyces sp. SH5
3042026,Streptomyces sp. NA07423
3043734,Streptomyces sp. BPTC-684
3049543,Streptomyces sp. Pv4-95
3050126,Streptomyces sp. KL2
3057114,Streptomyces sp. P9-2B-2
3057115,Streptomyces sp. P9-2B-1
3057122,Streptomyces sp. FZ201
3061628,Streptomyces sp. CGMCC 4.7035
3062275,Streptomyces sp. NBUA17
3062449,Streptomyces sp. VNUA116
3062685,Streptomyces sp. VNUA74
3062779,Streptomyces sp. XD-27
3062782,Streptomyces sp. HUAS CX7
3064901,Streptomyces sp. FXY-T5
3071730,Streptomyces sp. P5-A9
3072183,Streptomyces sp. WAC07094
3074379,Streptomyces sp. 147326
3074430,Streptomyces sp. BB1-1-1
3074897,Streptomyces sp. CGMCC 4.1456
3075197,Streptomyces sp. ITFR-6
3075198,Streptomyces sp. ITFR-16
3075432,Streptomyces sp. Li-HN-5-11
3075824,Streptomyces sp. AM2-3-1
3075825,Streptomyces sp. AM8-1-1
3078227,Streptomyces sp. JL1001
3081765,Streptomyces sp. N50
3090667,Streptomyces sp. KN37
3096006,Streptomyces sp. CL7
3096009,Streptomyces sp. S399
3096010,Streptomyces sp. S584
3097359,Streptomyces sp. KHY 26
3108484,Streptomyces sp. SS162
3108485,Streptomyces sp. SS7
3111774,Streptomyces sp. CGMCC 4.1772
3112165,Streptomyces sp. SCSIO 75703
3113369,Streptomyces sp. DSS69
3118085,Streptomyces sp. SCSIO 30461
3125779,Streptomyces sp. DG1A-41
3127467,Streptomyces sp. A-14
3129111,Streptomyces sp. TG1A-60
3129112,Streptomyces sp. GD-15H
3134807,Streptomyces sp. ACT015
3142634,Streptomyces sp. BRB040
3158972,Streptomyces sp. SX92
3228804,Streptomyces sp. HD1123-B1
3231173,Streptomyces sp. C1-1
3231270,Streptomyces sp. Je 1-332
3231512,Streptomyces sp. CMC78
3231715,Streptomyces sp. HUAS ZL42
3231942,Streptomyces sp. 1268
3238623,Streptomyces sp. R02
3238624,Streptomyces sp. R08
3238625,Streptomyces sp. R11
3238626,Streptomyces sp. R17
3238627,Streptomyces sp. R21
3238628,Streptomyces sp. R28
3238629,Streptomyces sp. R33
3238630,Streptomyces sp. R35
3238631,Streptomyces sp. R39
3238632,Streptomyces sp. R41
3238633,Streptomyces sp. R44
3238634,Streptomyces sp. Y1
3238798,Streptomyces sp. cg36
3238799,Streptomyces sp. cg2
3239284,Streptomyces sp. RK9
3240046,Streptomyces sp. CA-111067
3240052,Streptomyces sp. CA-142005
3240053,Streptomyces sp. CA-146814
3240062,Streptomyces sp. CA-251247
3240067,Streptomyces sp. CA-253872
3240070,Streptomyces sp. CA-294286
3240934,Streptomyces sp. QH1-20
3256999,Streptomyces sp. YH02
3342488,Streptomyces sp. JL2001
3372854,Streptomyces sp. BBFR2
3372855,Streptomyces sp. BBFR25
3372856,Streptomyces sp. BBFR51
3377215,Streptomyces sp. AHU1
3383314,Streptomyces sp. Inha503
3384771,Streptomyces sp. A5-4
3388313,Streptomyces sp. CY1
3394352,Streptomyces sp. CWNU-52H
3394353,Streptomyces sp. CWNU-52B
3395371,Streptomyces sp. FW42
3400923,Streptomyces sp. JL3001
3403457,Streptomyces sp. cg28
3403460,Streptomyces sp. BI20
3404047,Streptomyces sp. E-08
3404052,Streptomyces sp. R-07
3404781,Streptomyces sp. JL4002
3407669,Streptomyces sp. YS-B37
3417301,Streptomyces sp. IPPR8
3418367,Streptomyces sp. DSM 41931
3418993,Streptomyces sp. DSM 41987
3419764,Streptomyces sp. cg40
3421645,Streptomyces sp. P10-4
3421650,Streptomyces sp. cg35
3421658,Streptomyces sp. P1-3
3422589,Streptomyces sp. P9-1
3422591,Streptomyces sp. P6-2-1
3423221,Streptomyces sp. P11-1
3423222,Streptomyces sp. P13-3-3
3423954,Streptomyces sp. L7
3424717,Streptomyces sp. HNM1019
3444117,Streptomyces sp. H49
3444503,Streptomyces sp. C11-1
201500,Streptomyces sp. KCTC 0041BP
206662,Streptomyces sp. FR-008
211464,Streptomyces sp. EN27
234612,Streptomyces sp. TN58
317660,Streptomyces sp. F2
319318,Streptomyces sp. F11
319426,Streptomyces sp. FQ1
349971,Streptomyces sp. FR1
355249,Streptomyces sp. Tu6071
364102,Streptomyces sp. 44030
364103,Streptomyces sp. 44414
376149,Streptomyces sp. NL15-2K
405041,Streptomyces sp. HK1
408783,Streptomyces sp. CG4
412710,Streptomyces sp. 2-1
444103,Streptomyces sp. CNQ-509
465541,Streptomyces sp. Mg1
477697,Streptomyces sp. T12
565560,Streptomyces sp. SM17
646637,Streptomyces sp. M2
682314,Streptomyces sp. x3
682410,Streptomyces sp. W9
701045,Streptomyces sp. Y27
706422,Streptomyces sp. x4(2010)
710705,Streptomyces sp. FXJ1.172
862751,Streptomyces sp. SirexAA-E
1170711,Streptomyces sp. W75
1187849,Streptomyces sp. X335
1188315,Streptomyces sp. AgN23
1218177,Streptomyces sp. GBA 94-10 4N24
1225337,Streptomyces sp. PVA_94-07
1262452,Streptomyces sp. 769
1265399,Streptomyces sp. ID38640
1265601,Streptomyces sp. PAMC 26508
1287523,Streptomyces sp. CG1
1333528,Streptomyces sp. GMY02
1436084,Streptomyces sp. F12
1436085,Streptomyces sp. F8
1442159,Streptomyces sp. 14R-10
1460244,Streptomyces sp. PCS3-D2
1476754,Streptomyces sp. 604F
1488356,Streptomyces sp. MBT27
1495638,Streptomyces sp. M56
1522758,Streptomyces sp. ADI95-16
1535304,Streptomyces sp. OUCMDZ-3434
1561022,Streptomyces sp. CCM_MD2014
1577075,Streptomyces sp. PBH53
1649184,Streptomyces sp. CFMR 7
1661694,Streptomyces sp. Tue 6075
1664033,Streptomyces sp. R527F
1684483,Streptomyces sp. G9
1725411,Streptomyces sp. CdTB01
1736046,Streptomyces sp. SM18
1795888,Streptomyces sp. F41
1812480,Streptomyces sp. fd1-xmd
1821625,Streptomyces sp. VN1
1827526,Streptomyces sp. 184
1827742,Streptomyces sp. f51
1837283,Streptomyces sp. S8
1841249,Streptomyces sp. RTd22
1848900,Streptomyces sp. ST1015
1849967,Streptomyces sp. SAT1
1851167,Streptomyces sp. 11-1-2
1855352,Streptomyces sp. TLI_053
1881022,Streptomyces sp. 2114.2
1882757,Streptomyces sp. 3214.6
1938841,Streptomyces sp. 2323.1
1945513,Streptomyces sp. MH191
1961713,Streptomyces sp. MOE7
1964449,Streptomyces sp. 3211
1972846,Streptomyces sp. Sge12
1984801,Streptomyces sp. CLI2509
2005885,Streptomyces sp. S063
2036037,Streptomyces sp. Tue6028
2056258,Streptomyces sp. AMCC400023
2059884,Streptomyces sp. CMB-StM0423
2072505,Streptomyces sp. Go-475
2078691,Streptomyces sp. CB01881
2083284,Streptomyces sp. CB09001
2094021,Streptomyces sp. WAC00288
2099583,Streptomyces sp. ICC1
2099584,Streptomyces sp. ICC4
2109593,Streptomyces sp. SGAir0924
2135430,Streptomyces sp. P3
2136173,Streptomyces sp. So13.3
2136401,Streptomyces sp. YIM 121038
2153485,Streptomyces sp. endophyte_N2
2175864,Streptomyces sp. NHF165
2202000,Streptomyces sp. NEAU-S7GS2
2203204,Streptomyces sp. WAC 01438
2203205,Streptomyces sp. WAC 01529
2203210,Streptomyces sp. WAC 06738
2305220,Streptomyces sp. W1SF4
2305221,Streptomyces sp. KPB2
2306165,Streptomyces sp. CC0208
2420135,Streptomyces sp. S501
2563602,Streptomyces sp. SS52
2582831,Streptomyces sp. SUK 48
2585716,Streptomyces sp. C8S0
1923,Streptomyces phaeochromogenes
47760,Streptomyces aurantiacus
58343,Streptomyces canus
67350,Streptomyces pseudovenezuelae
68213,Streptomyces griseoaurantiacus
68274,Streptomyces tauricus
114686,Streptomyces phaeoluteigriseus
132473,Streptomyces alboniger
188770,Streptomyces koyangensis
1783515,Streptomyces qaidamensis
2184053,Streptomyces cadmiisoli
1912,Streptomyces hygroscopicus
68280,Streptomyces violaceusniger
92644,Streptomyces malaysiensis
155177,Streptomyces yatensis
576784,Streptomyces iranensis
1226757,Streptomyces rapamycinicus
1929477,Streptomyces solisilvae
53448,Streptomyces gougerotii
53451,Streptomyces rutgersensis
1935,Streptomyces violaceoruber
68174,Streptomyces anthocyanicus
194673,Streptomyces rubrogriseus
1928,Streptomyces rochei
67376,Streptomyces vinaceusdrappus
83380,Streptomyces althioticus
2903583,Microbispora sp. NBC_01189
2903584,Microbispora sp. NBC_01389
3239953,Microbispora sp. CA-135349
1122611,Nonomuraea coxensis DSM 45129
1909395,[Actinomadura] parvosata subsp. kistnae
2976002,Nonomuraea sp. NBC_00507
2976003,Nonomuraea sp. NBC_01738
3120159,Nonomuraea sp. LPB2021202275-12-8
3128898,Nonomuraea sp. N2-4H
3239996,Nonomuraea sp. CA-141351
3239997,Nonomuraea sp. CA-143628
469371,Thermobispora bispora DSM 43833
2903599,Sphaerisporangium sp. NBC_01403
3031113,Sphaerisporangium sp. TRM90804
3240029,Sphaerimonospora sp. CA-214678
3031114,Spongiactinospora sp. TRM90649
479432,Streptosporangium roseum DSM 43021
2903898,Streptosporangium sp. NBC_01469
2903899,Streptosporangium sp. NBC_01495
2975948,Streptosporangium sp. NBC_01639
2975949,Streptosporangium sp. NBC_01755
2975950,Streptosporangium sp. NBC_01756
2975951,Streptosporangium sp. NBC_01810
3240071,Streptosporangium sp. CA-115845
3240072,Streptosporangium sp. CA-135522
2202249,Streptosporangium sp. 'caverna'
471852,Thermomonospora curvata DSM 43183
2976007,Spirillospora sp. NBC_01491
3240033,Spirillospora sp. CA-128828
3240036,Spirillospora sp. CA-142024
3240042,Spirillospora sp. CA-294931
2903557,Actinoallomurus sp. NBC_01490
3239887,Actinoallomurus sp. CA-150999
2742128,Actinomadura sp. NAK00032
1219491,Actinomadura sp. WMMB 499
2591108,Actinomadura sp. WMMA1423
269800,Thermobifida fusca YX
568208,Nocardiopsis dassonvillei subsp. dassonvillei
1205910,Nocardiopsis alba ATCC BAA-2165
1235441,Nocardiopsis gilva YIM 90087
2865672,Nocardiopsis sp. MT53
2939492,Nocardiopsis sp. YSL2
3061629,Nocardiopsis sp. HUAS JQ3
3104276,Nocardiopsis sp. LDBS0036
3239995,Nocardiopsis sp. CA-288880
373213,Nocardiopsis sp. 90127
1009683,Nocardiopsis sp. 25L-1-1c
298653,Parafrankia sp. EAN1pec
326424,Frankia alni ACN14a
1858,Frankia sp. ArI3
710111,Frankia sp. QA3
446470,Stackebrandtia nassauensis DSM 44728
479433,Catenulispora acidiphila DSM 44928
3415676,Angustibacter sp. McL0619
266940,Kineococcus radiotolerans SRS30216 = ATCC BAA-149
2903564,Kineococcus sp. NBC_00420
3349638,Kineococcus sp. DHX-1
1798224,Jiangella sp. DSM 45060
2851567,Modestobacter sp. L9-4
526225,Geodermatophilus obscurus DSM 43160
1528104,Geodermatophilus sp. DSM 44513
1146883,Blastococcus saxobsidens DD2
2933797,Blastococcus sp. PRF04-17
3144843,Blastococcus sp. HT6-30
351607,Acidothermus cellulolyticus 11B
479431,Nakamurella multipartita DSM 44233
2762325,Nakamurella sp. PAMC28650
3158264,Nakamurella sp. A5-74
1907575,Jatrophihabitans sp. GAS493
525909,Acidimicrobium ferrooxidans DSM 10331
2849779,Aquihabitans sp. G128
3415671,Aquihabitans sp. McL0605
2722752,Iamia sp. SCSIO 61187
1967498,Ilumatobacter sp.
1313172,Ilumatobacter coccineus YM16-304
3101276,Candidatus Poriferisocius sp.
3101277,Candidatus Poriferisodalis sp.
3101273,Candidatus Spongiisocius sp.
266117,Rubrobacter xylanophilus DSM 9941
3022127,Lancefieldella sp. Marseille-Q7238
521095,Lancefieldella parvula DSM 20469
712157,Atopobium sp. oral taxon 416
633147,Olsenella uli DSM 7084
712411,Olsenella sp. oral taxon 807
445975,Collinsella stercoris DSM 13279
2844380,Collinsella sp. zg1085
3132705,Collinsella sp. i05-0019-G5
411903,Collinsella aerofaciens ATCC 25986
700015,Coriobacterium glomerans PW2
471855,Slackia heliotrinireducens DSM 20476
479437,Eggerthella lenta DSM 2243
502558,Eggerthella sp. YY7918
469378,Cryptobacterium curtum DSM 15641
2864143,Adlercreutzia equolifaciens subsp. equolifaciens
394340,Adlercreutzia equolifaciens subsp. celatus
657308,Gordonibacter pamelaeae 7-10-1-b
3242468,Candidatus Izemoplasma sp. B36
710127,Mycoplasmoides gallisepticum str. R(low)
710128,Mycoplasmoides gallisepticum str. R(high)
565575,Ureaplasma urealyticum serovar 10 str. ATCC 33699
273119,Ureaplasma parvum serovar 3 str. ATCC 700970
505682,Ureaplasma parvum serovar 3 str. ATCC 27815
1116211,Mesomycoplasma hyopneumoniae 168-L
570509,Spiroplasma melliferum KC3
1336748,Spiroplasma monobiae MQ-1
1276258,Spiroplasma apis B31
1276219,Spiroplasma ixodetis Y32
838561,Spiroplasma mirum ATCC 29335
1276220,Spiroplasma taiwanense CT-1
273035,Spiroplasma kunkelii CR2-3x
1276259,Spiroplasma phoeniceum P40
1276227,Spiroplasma chrysopicola DF-1
1276246,Spiroplasma culicicola AES-1
1276221,Spiroplasma diminutum CUAS-1
1336749,Spiroplasma floricola 23-6
1276257,Spiroplasma sabaudiense Ar-1343
1276229,Spiroplasma syrphidicola EA-1
1276218,Spiroplasma platyhelix PALS-1
743698,Spiroplasma eriocheiris CCTCC M 207170
2792084,Spiroplasma endosymbiont of 'Nebria riversi'
2886375,Spiroplasma endosymbiont of Phyllotreta cruciferae
2967972,Spiroplasma endosymbiont of Anurida maritima
3066276,Spiroplasma endosymbiont of Aspidapion aeneum
3066278,Spiroplasma endosymbiont of Cantharis nigra
3066279,Spiroplasma endosymbiont of Cantharis rufa
3066281,Spiroplasma endosymbiont of Asaphidion curtum
3066282,Spiroplasma endosymbiont of Clivina fossor
3066283,Spiroplasma endosymbiont of Dromius quadrimaculatus
3066284,Spiroplasma endosymbiont of Nebria brevicollis
3066285,Spiroplasma endosymbiont of Notiophilus biguttatus
3066286,Spiroplasma endosymbiont of Crioceris asparagi
3066287,Spiroplasma endosymbiont of Polydrusus cervinus
3066288,Spiroplasma endosymbiont of Amphimallon solstitiale
3066289,Spiroplasma endosymbiont of Othius punctulatus
3066290,Spiroplasma endosymbiont of Dioctria linearis
3066291,Spiroplasma endosymbiont of Atherix ibis
3066292,Spiroplasma endosymbiont of Dilophus febrilis
3066293,Spiroplasma endosymbiont of Villa modesta
3066294,Spiroplasma endosymbiont of Thecophora atra
3066295,Spiroplasma endosymbiont of Tipula paludosa
3066296,Spiroplasma endosymbiont of Tricholauxania praeusta
3066297,Spiroplasma endosymbiont of Lonchoptera lutea
3066299,Spiroplasma endosymbiont of Dasysyrphus albostriatus
3066300,Spiroplasma endosymbiont of Eupeodes luniger
3066301,Spiroplasma endosymbiont of Panzeria rudis
3066302,Spiroplasma endosymbiont of Nephrotoma flavescens
3066303,Spiroplasma endosymbiont of Sarcophaga carnaria
3066305,Spiroplasma endosymbiont of Labia minor
3066306,Spiroplasma endosymbiont of Acasis viretata
3066307,Spiroplasma endosymbiont of Apeira syringaria
3066310,Spiroplasma endosymbiont of Colias croceus
3066312,Spiroplasma endosymbiont of Monopis laevigella
3066313,Spiroplasma endosymbiont of Zeiraphera isertana
3066314,Spiroplasma endosymbiont of Panorpa germanica
3066315,Spiroplasma endosymbiont of Ammophila pubescens
3066316,Spiroplasma endosymbiont of Andrena trimmerana
3066319,Spiroplasma endosymbiont of Lasioglossum malachurum
3066320,Spiroplasma endosymbiont of Lasioglossum villosulum
3066321,Spiroplasma endosymbiont of Seladonia tumulorum
3066322,Spiroplasma endosymbiont of Diplazon laetatorius
3066325,Spiroplasma endosymbiont of Nomada ruficornis
3066326,Spiroplasma endosymbiont of Tiphia femorata
3077930,Spiroplasma endosymbiont of Agriotes lineatus
3077933,Spiroplasma endosymbiont of Nomada rufipes
3139323,Spiroplasma endosymbiont of Virgichneumon dumeticola
3139324,Spiroplasma endosymbiont of Melieria omissa
3139326,Spiroplasma endosymbiont of Polydrusus formosus
3139327,Spiroplasma endosymbiont of Polydrusus pterygomalis
3139328,Spiroplasma endosymbiont of Stenodema calcarata
3139329,Spiroplasma endosymbiont of Aleiodes alternator
216963,Spiroplasma sp. TIUS-1
216964,Spiroplasma sp. BIUS-1
1209220,Spiroplasma endosymbiont of Poecilobothrus nobilitatus
1898044,Spiroplasma sp. TU-14
1914410,Spiroplasma sp. NBRC 100390
2004463,Spiroplasma endosymbiont of Glossina fuscipes fuscipes
2570468,Spiroplasma sp. SV19
81460,Mesoplasma lactucae ATCC 49193
265311,Mesoplasma florum L1
1406864,Mesoplasma florum W37
441768,Acholeplasma laidlawii PG-8A
1318466,Alteracholeplasma palmae J233
2754999,Candidatus Phytoplasma australasiaticum
35772,Peanut witches'-broom phytoplasma
135727,Candidatus Phytoplasma ziziphi
399025,Candidatus Phytoplasma rubi
35780,Candidatus Phytoplasma fraxini
35773,Candidatus Phytoplasma luffae
37700,Pigeon pea witches'-broom phytoplasma
37692,Candidatus Phytoplasma mali
2609813,Candidatus Phytoplasma sacchari
59748,Candidatus Phytoplasma australiense
69896,Candidatus Phytoplasma solani
35770,Tomato big bud phytoplasma
35779,Aster yellows phytoplasma
39647,Paulownia witches'-broom phytoplasma
85620,Candidatus Phytoplasma asteris
100379,Onion yellows phytoplasma
167955,'Rehmannia glutinosa' phytoplasma
186171,Mulberry dwarf phytoplasma
202462,Maize bushy stunt phytoplasma
229545,Aster yellows witches'-broom phytoplasma
321961,Candidatus Phytoplasma tritici
389343,Chinaberry witches'-broom phytoplasma
469009,'Brassica napus' phytoplasma
619518,Periwinkle leaf yellowing phytoplasma
1193712,'Catharanthus roseus' aster yellows phytoplasma
1532528,Primula red phytoplasma
2155,Phytoplasma sp.
37694,Beet leafhopper transmitted virescence phytoplasma
137854,Periwinkle little leaf phytoplasma
146897,Rice orange leaf phytoplasma
927614,Areca yellow leaf disease phytoplasma
2056121,'Prunus avium' virescence phytoplasma
743965,Mycoplasma putrefaciens KS1
1292033,Mycoplasma putrefaciens Mput9231
512564,Mycoplasma crocodyli MP145
743967,Mycoplasma yeatsii GM274B
708248,Mycoplasma suis KI3806
768700,Mycoplasma suis str. Illinois
1197325,Mycoplasma wenyonii str. Massachusetts
1415773,Mycoplasma ovis str. Michigan
572419,Mycoplasma amphoriforme A39
1179777,Mycoplasma feriruminatoris
2095,Mycoplasma capricolum
2102,Mycoplasma mycoides
2105,Mycoplasma leachii
1403316,Mycoplasma parvum str. Indiana
547986,Mycoplasma aquilae ATCC BAA-1896
2683967,Mycoplasma sp. NEAQ87857
2725994,Mycoplasma sp. 1654_15
2742195,Mycoplasma sp. OR1901
2801918,Mycoplasma sp. E35C
2810348,Mycoplasma sp. SG1
2967299,Mycoplasma sp. 1578d
2967300,Mycoplasma sp. 3686d
2967301,Mycoplasma sp. 2045
2967302,Mycoplasma sp. 1018B
3108483,Mycoplasma sp. 888
3117438,Mycoplasma sp. 06067-C1-B144P-99-0482-3
3252900,Mycoplasma sp. P36-A1
3398773,Mycoplasma sp. 654
3398774,Mycoplasma sp. VS42A
3398775,Mycoplasma sp. Z331B
3398776,Mycoplasma sp. 005V
3440865,Mycoplasma sp. 6243
353851,Mycoplasma sp. Ms02
640330,Mycoplasma sp. Pen4
754514,Mycoplasma sp. Mirounga ES2805-ORL
1749074,Mycoplasma sp. (ex Biomphalaria glabrata)
1427984,Candidatus Hepatoplasma crinochetorum Av
2039724,Thiomicrorhabdus sp.
717772,Thiomicrospira aerophila AL3
717773,Thiomicrospira cyclica ALM1
3035472,Thiomicrospira sp. R3
1803865,Thiomicrospira sp. S5
1227812,Piscirickettsia salmonis LF-89 = ATCC VR-1361
1435375,Piscirickettsia salmonis EM-90
1198232,Cycloclasticus zancles 78-ME
385025,Cycloclasticus sp. P1
728003,Cycloclasticus sp. PY97N
2975055,Cysteiniphilum sp. QT6929
264,Francisella tularensis subsp. novicida
119856,Francisella tularensis subsp. tularensis
119857,Francisella tularensis subsp. holarctica
1086726,Francisella persica ATCC VR-331
484022,Francisella philomiragia subsp. philomiragia ATCC 25017
539329,Francisella philomiragia subsp. philomiragia ATCC 25015
1163389,Francisella orientalis str. Toba 04
1356861,Francisella orientalis LADL 07-285A
1390363,Francisella orientalis FNO12
1449091,Francisella orientalis FNO24
1088883,Francisella hispaniensis FSC454
475375,Francisella sp. MA067296
1395624,Francisella sp. LA112445
2589986,Francisella sp. Scap27
2930213,Entomomonas sp. E2T0
2998559,Stutzerimonas sp. R40042
3369415,Stutzerimonas sp. CQPMC-PStu
578833,Stutzerimonas stutzeri subgroup
2968968,Stutzerimonas degradans
2968969,Stutzerimonas frequens
74829,Stutzerimonas balearica
3015994,Halopseudomonas sp. MFKK-1
3041098,Halopseudomonas sp. SMJS2
857252,Halopseudomonas aestusnigri
43306,Pseudomonas denitrificans (nom. rej.)
1001585,Ectopseudomonas mendocina NK-01
1225174,Ectopseudomonas mendocina S5.2
1182590,Ectopseudomonas oleovorans CECT 5344
1245471,Metapseudomonas resinovorans NBRC 106553
1150862,Pseudomonas fuscovaginae UPB0736
114707,uncultured Pseudomonas sp.
1301098,Pseudomonas knackmussii B13
627141,Pseudomonas nitroreducens/multiresinivorans group
2994495,Pseudomonas paraeruginosa
287,Pseudomonas aeruginosa
53406,Pseudomonas anguilliseptica
53408,Pseudomonas citronellolis
380021,Pseudomonas protegens
587753,Pseudomonas chlororaphis
658629,Pseudomonas sessilinigenes
2497146,Pseudomonas danubii
2614538,Pseudomonas piscis
3050020,unclassified Pseudomonas chlororaphis group
296,Pseudomonas fragi
86185,Pseudomonas lundensis
169669,Pseudomonas extremorientalis
183795,Pseudomonas mediterranea
198620,Pseudomonas koreensis
200450,Pseudomonas trivialis
200451,Pseudomonas poae
200452,Pseudomonas congelans
321662,Pseudomonas moraviensis
651740,Pseudomonas cedrina
1114970,Pseudomonas ogarae
1421430,Pseudomonas granadensis
2730425,Pseudomonas neuropathica
2827099,Pseudomonas rustica
2899822,Pseudomonas petroselini
294,Pseudomonas fluorescens
298,Pseudomonas marginalis
29442,Pseudomonas tolaasii
46679,Pseudomonas mucidolens
47878,Pseudomonas azotoformans
47879,Pseudomonas corrugata
47883,Pseudomonas synxantha
75588,Pseudomonas libanensis
75612,Pseudomonas mandelii
76758,Pseudomonas orientalis
76760,Pseudomonas rhodesiae
76761,Pseudomonas veronii
78543,Pseudomonas migulae
129817,Pseudomonas brenneri
1785161,Pseudomonas wadenswilerensis
1940621,Pseudomonas alloputida
1940636,Pseudomonas shirazica
2078786,Pseudomonas inefficax
2217867,Pseudomonas sp. SGAir0191
2962856,unclassified Pseudomonas putida group
303,Pseudomonas putida
47880,Pseudomonas fulva
47885,Pseudomonas oryzihabitans
70775,Pseudomonas plecoglossicida
76759,Pseudomonas monteilii
78327,Pseudomonas mosselii
200454,Pseudomonas tremae
251695,Pseudomonas syringae group genomosp. 1
251698,Pseudomonas syringae group genomosp. 2
251699,Pseudomonas syringae group genomosp. 7
251701,Pseudomonas syringae group genomosp. 3
1190415,Pseudomonas asturiensis
1451454,Pseudomonas caspiana
2995658,Pseudomonas lijiangensis
33069,Pseudomonas viridiflava
36746,Pseudomonas cichorii
46257,Pseudomonas avellanae
53409,Pseudomonas coronafaciens
86840,Pseudomonas cannabina
322535,Pseudomonas sp. S19
326927,Pseudomonas sp. SC11
341029,Pseudomonas sp. CT14
353218,Pseudomonas sp. s4
517398,Pseudomonas sp. D3
528343,Pseudomonas sp. G11
545908,Pseudomonas sp. LM8
571124,Pseudomonas sp. N4
645292,Pseudomonas sp. T8
658612,Pseudomonas sp. H2
658630,Pseudomonas sp. CMR5c
658632,Pseudomonas sp. R11-23-07
658641,Pseudomonas sp. R2-7-07
658642,Pseudomonas sp. R4-34-07
658643,Pseudomonas sp. R4-35-07
658644,Pseudomonas sp. R5-89-07
676210,Pseudomonas sp. ATCC 43928
882697,Pseudomonas sp. AU10
1027966,Pseudomonas sp. HR96
1028989,Pseudomonas sp. StFLB209
1040793,Pseudomonas sp. D1-1
1123041,Pseudomonas sp. MC1
1144323,Pseudomonas sp. GM17
1173270,Pseudomonas sp. R1-43-08
1173273,Pseudomonas sp. R2-37-08W
1173280,Pseudomonas sp. R2-60-08W
1173283,Pseudomonas sp. R3-18-08
1173284,Pseudomonas sp. R3-52-08
1173288,Pseudomonas sp. R4-39-08
1206777,Pseudomonas sp. Lz4W
1207075,Pseudomonas sp. UW4
1259844,Pseudomonas sp. FGI182
1283291,Pseudomonas sp. URMO17WK12:I11
1294143,Pseudomonas sp. ATCC 13867
1329969,Pseudomonas sp. GLE121
1338689,Pseudomonas sp. JY-Q
1344094,Pseudomonas sp. HN11
